X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit
43.71,90.59,185,7429.91,12.90,15400.14,14.44,0,0,219.81,9.57,402.31,2.73,228.77,11.40,256.07,12.75,0,3359.69,7.84,0.74,3
24.35,180.06,186,4139.34,12.38,30610.93,11.13,0,0,253.50,12.21,389.05,2.60,197.46,10.79,177.48,9.73,1,2060.44,8.90,0.73,4
24.30,180.06,187,4131.48,6.38,30609.73,5.03,0,0,604.22,13.83,397.78,2.99,214.13,5.56,169.13,4.42,1,5703.46,21.51,0.92,4
24.39,179.92,188,4146.45,4.88,30585.72,4.48,0,0,811.99,17.08,410.78,3.27,177.95,4.23,163.64,3.93,1,7727.79,23.90,0.94,4
83.41,246.89,188,14180.26,11.63,41970.98,10.42,0,0,228.99,12.42,360.25,2.16,164.34,9.99,148.42,9.30,1,2020.06,8.94,0.71,5
84.34,235.73,188,14337.74,11.84,40074.47,11.07,0,0,218.94,11.35,362.79,2.16,175.14,10.26,163.85,9.61,1,1545.52,9.14,0.71,4
24.31,180.00,189,4132.46,5.38,30600.28,4.63,0,0,694.55,15.21,404.70,3.00,188.81,4.68,162.74,4.08,1,5744.88,20.40,0.93,4
84.25,235.66,189,14322.41,11.15,40062.99,8.25,0,0,278.72,12.29,359.69,2.29,193.50,9.67,142.18,6.96,1,3308.92,8.45,0.77,4
24.54,179.92,190,4171.55,8.37,30587.03,7.60,0,0,549.79,18.54,413.63,3.81,190.72,7.28,173.14,6.64,1,6789.60,20.81,0.85,5
156.87,78.82,190,26667.08,8.20,13399.07,6.74,0,0,449.92,14.21,389.58,2.90,199.30,7.14,163.96,5.89,1,4498.29,14.56,0.87,4
32.42,184.11,191,5510.89,10.93,31297.85,10.73,0,0,363.32,12.53,395.07,3.58,244.70,9.66,240.15,9.48,0,5682.90,15.05,0.82,3
84.29,235.60,191,14329.55,5.43,40052.37,4.61,0,0,807.19,17.82,376.28,3.48,188.41,4.71,159.81,3.96,1,7239.85,31.72,0.93,5
153.30,175.37,191,26060.57,20.13,29812.29,16.57,0,0,124.98,7.86,344.17,2.05,246.63,17.69,203.01,14.57,0,2285.77,4.18,0.60,4
33.50,184.48,192,5694.80,10.81,31362.21,11.96,0,0,279.30,10.57,402.53,2.87,220.15,9.52,243.76,10.54,0,5029.94,10.06,0.80,4
84.33,235.62,192,14336.60,2.98,40055.09,2.53,0,0,2540.88,30.78,452.07,6.02,188.84,2.59,159.76,2.17,1,24171.19,68.06,0.98,5
96.12,161.98,192,16340.67,10.28,27535.98,8.63,0,0,269.22,10.64,375.58,2.21,199.85,8.96,168.00,7.58,1,2974.94,9.48,0.81,4
84.30,235.57,193,14330.92,2.85,40047.55,2.48,0,0,2701.81,32.46,450.08,6.17,181.49,2.47,157.70,2.12,1,23496.56,68.08,0.98,4
128.22,77.63,193,21796.82,11.43,13196.88,10.33,0,0,218.34,9.71,343.82,2.07,197.40,9.96,178.46,8.99,1,1729.73,9.83,0.77,4
84.33,235.61,194,14335.90,3.04,40053.50,2.50,0,0,2529.94,30.34,440.78,6.03,194.14,2.64,159.70,2.15,1,23357.65,70.04,0.98,5
84.31,235.55,195,14332.58,3.16,40043.12,2.71,0,0,2325.69,30.98,436.44,5.84,181.73,2.74,155.14,2.30,1,19117.04,65.45,0.97,5
248.72,208.21,198,42282.02,6.71,35395.43,6.29,0,0,447.41,12.86,362.69,2.51,179.09,5.83,168.01,5.48,1,0.00,0.00,0.89,5
244.50,41.17,207,41565.26,6.55,6999.12,5.13,0,0,528.82,12.24,375.34,2.68,217.56,5.72,170.46,4.49,1,6208.96,18.59,0.92,4
81.30,52.24,208,13820.89,7.93,8881.05,6.64,0,0,455.02,13.40,371.64,2.88,206.77,6.91,173.19,5.79,1,3535.10,19.09,0.88,4
112.42,222.34,208,19111.51,11.14,37798.31,10.58,0,0,215.98,11.07,358.62,2.01,166.36,9.59,157.85,9.09,1,1966.35,8.51,0.72,4
81.18,52.21,209,13801.21,9.66,8874.98,7.41,0,0,387.65,12.67,369.82,2.88,227.28,8.44,174.21,6.48,1,4584.67,15.14,0.85,4
81.24,52.37,210,13810.98,8.40,8903.30,7.41,0,0,419.26,13.30,376.78,2.89,203.34,7.33,179.27,6.45,1,3899.35,14.70,0.86,4
81.32,52.15,211,13824.77,6.00,8865.10,5.31,0,0,570.01,13.60,377.81,2.80,193.06,5.22,170.98,4.64,1,5074.94,19.35,0.92,4
81.28,52.29,212,13817.70,7.40,8888.62,6.60,0,0,458.23,12.10,373.13,2.83,215.51,6.47,192.09,5.77,0,5242.88,18.67,0.90,5
113.09,185.94,215,19225.04,4.98,31610.62,4.40,0,0,751.33,15.87,394.56,3.04,181.11,4.33,160.57,3.88,1,7351.12,30.17,0.94,4
18.35,189.59,217,3120.34,20.96,32231.05,18.52,0,0,145.92,11.47,381.35,2.52,204.83,18.29,180.95,16.13,1,1409.69,7.41,0.51,4
78.51,71.48,217,13346.54,16.00,12150.95,14.80,0,0,169.32,8.05,365.77,2.39,259.91,14.16,240.48,13.11,0,1263.12,5.72,0.70,3
83.49,180.04,217,14194.13,4.34,30606.25,3.73,0,0,967.28,17.05,398.70,3.37,189.06,3.77,163.02,3.29,1,8699.02,31.40,0.96,4
70.55,56.87,221,11993.79,6.17,9667.74,5.35,0,0,608.96,15.08,400.38,3.03,191.18,5.36,166.06,4.68,1,5609.94,22.96,0.91,5
152.01,157.67,224,25842.20,17.58,26804.21,15.44,0,0,156.04,9.39,369.40,2.28,224.71,15.40,197.42,13.53,0,2887.56,5.67,0.63,4
148.73,137.58,225,25283.80,8.46,23387.99,10.47,0,0,283.63,9.45,384.34,2.38,195.66,7.43,242.07,9.19,0,4640.38,10.72,0.84,4
148.82,138.26,226,25299.41,8.45,23503.51,8.36,0,0,376.99,12.92,393.33,2.76,189.39,7.37,187.48,7.29,1,5552.56,12.84,0.84,4
148.72,137.88,227,25281.57,19.55,23440.16,20.38,0,0,167.25,9.64,382.15,3.10,262.61,17.40,273.67,18.16,0,3689.96,6.80,0.60,4
147.63,138.61,228,25097.15,9.73,23564.42,7.38,0,0,327.33,10.68,380.34,2.44,229.34,8.50,173.89,6.43,1,4032.62,13.24,0.85,4
61.97,166.73,229,10534.72,5.44,28343.67,4.49,0,0,815.81,18.36,404.28,3.47,185.57,4.73,152.86,3.88,1,6651.52,32.62,0.93,5
146.96,139.35,229,24983.84,10.08,23689.29,8.70,0,0,310.37,9.56,376.39,2.63,252.53,8.89,217.85,7.67,0,4961.50,10.13,0.86,3
147.16,139.81,230,25016.68,13.08,23768.34,9.47,0,0,273.91,9.82,372.48,2.75,281.16,11.61,204.06,8.36,0,4301.42,9.22,0.81,4
147.85,140.33,231,25135.01,22.68,23856.66,14.19,0,0,169.46,7.24,363.70,2.85,403.25,21.83,260.42,12.83,1,4107.31,8.14,0.69,4
128.48,154.81,232,21842.41,7.75,26318.05,7.36,0,0,340.89,10.20,363.72,2.25,198.89,6.76,188.88,6.43,1,4113.58,12.31,0.88,4
146.09,142.83,232,24834.67,10.25,24281.34,8.61,0,0,322.82,11.54,382.23,2.67,220.49,8.96,185.24,7.54,1,5028.31,11.39,0.83,4
145.99,141.53,233,24818.08,10.13,24059.75,7.82,0,0,296.03,10.66,371.82,2.30,215.96,8.83,166.52,6.76,1,4674.98,13.26,0.83,4
145.85,141.65,234,24793.75,11.95,24079.85,10.19,0,0,284.87,12.03,368.20,2.77,217.62,10.45,185.55,8.90,1,3457.17,14.20,0.78,4
231.06,168.67,234,39279.72,21.94,28673.97,14.03,0,0,154.22,10.60,348.90,2.37,245.28,19.17,156.60,12.14,1,1618.83,7.57,0.57,4
145.88,141.43,235,24798.89,12.26,24043.88,9.71,0,0,279.49,10.06,379.59,2.75,262.49,10.81,207.96,8.56,0,5462.52,8.08,0.81,3
53.80,146.12,236,9146.80,7.93,24840.48,9.33,0,0,317.22,12.42,380.39,2.35,155.79,6.94,182.93,8.11,1,2331.10,13.10,0.82,5
145.20,201.62,236,24683.20,12.09,34275.43,10.32,0,0,261.59,12.22,342.76,2.54,198.74,10.53,169.52,8.95,1,4019.96,14.12,0.75,4
147.84,140.80,236,25133.49,11.96,23936.84,11.85,0,0,260.66,10.23,380.61,2.81,235.13,10.55,232.81,10.44,0,3963.60,7.42,0.78,3
232.21,164.72,236,39476.04,4.81,28001.63,4.22,0,0,644.83,13.19,366.55,2.50,180.34,4.18,158.18,3.65,1,6399.02,27.13,0.94,5
147.60,138.20,237,25092.69,9.65,23493.24,11.65,0,0,288.37,10.75,384.52,2.73,199.29,8.47,240.67,10.23,0,4050.25,9.65,0.81,3
157.04,198.89,237,26696.64,12.23,33811.92,14.19,0,0,195.66,9.01,350.94,2.30,204.68,10.75,237.36,12.46,0,2373.35,7.07,0.74,4
45.54,198.85,238,7741.50,4.80,33804.82,3.86,0,0,1415.84,27.89,436.86,5.26,187.18,4.17,151.19,3.42,1,12932.50,41.45,0.95,5
148.84,138.46,238,25303.52,12.72,23537.79,9.54,0,0,240.22,9.32,391.87,2.36,252.52,11.17,189.47,8.37,1,4276.29,8.63,0.80,4
156.17,199.62,238,26548.96,9.12,33935.76,10.48,0,0,228.48,6.93,355.23,2.04,232.51,8.08,266.97,9.27,0,3635.79,6.91,0.85,3
149.75,138.64,239,25457.39,20.11,23568.09,20.59,0,0,136.75,10.60,373.67,2.45,199.45,17.59,204.18,18.00,0,1709.69,4.73,0.51,3
152.70,198.89,239,25959.79,20.83,33811.11,11.25,0,0,174.90,8.58,349.87,2.40,326.66,18.62,177.36,9.96,1,3037.83,9.69,0.70,4
28.35,154.53,250,4818.75,19.52,26269.69,18.21,0,0,137.22,8.18,386.73,2.36,252.73,17.25,235.82,16.10,0,2037.40,5.07,0.60,3
115.56,241.92,262,19645.46,20.35,41125.87,12.90,0,0,262.26,12.36,357.14,3.90,332.92,18.33,212.27,11.48,0,5280.54,12.10,0.70,3
112.74,236.95,263,19165.87,10.53,40282.20,10.63,0,0,347.94,11.74,359.46,3.35,240.85,9.30,243.06,9.39,0,4980.35,12.41,0.83,4
113.18,186.02,264,19240.79,4.05,31623.45,3.39,0,0,1048.97,17.20,391.27,3.37,189.81,3.52,159.53,3.00,1,8904.79,29.00,0.96,4
117.28,239.11,264,19937.64,12.72,40649.39,9.79,0,0,419.49,17.90,375.48,4.12,229.35,11.12,176.54,8.58,1,5645.77,18.53,0.78,5
45.85,116.30,267,7793.69,5.84,19771.40,4.84,0,0,631.56,14.94,409.34,2.90,189.22,5.08,156.83,4.18,1,5637.02,19.58,0.92,4
72.11,244.23,272,12259.03,5.85,41518.89,4.71,0,0,606.94,14.33,380.21,2.75,190.07,5.08,153.22,4.11,1,5833.54,22.04,0.92,4
35.51,230.58,273,6036.63,13.54,39199.01,19.50,0,0,150.90,10.45,367.68,2.12,148.57,11.37,215.76,16.97,1,1456.96,5.33,0.58,4
72.16,244.24,273,12266.49,6.67,41520.45,5.41,0,0,713.65,19.11,391.33,3.70,191.23,5.80,155.11,4.71,1,7877.19,28.68,0.90,5
72.10,244.31,274,12257.45,5.10,41532.63,4.38,0,0,703.64,13.74,386.08,2.90,200.44,4.44,172.33,3.81,1,7633.81,31.37,0.94,5
72.09,244.29,275,12255.47,15.23,41528.75,11.61,0,0,219.32,12.00,365.04,2.54,213.86,13.28,162.93,10.09,1,3338.12,8.96,0.68,4
125.93,210.84,275,21408.59,10.54,35842.84,8.72,0,0,303.65,12.85,357.62,2.52,191.23,9.17,158.45,7.65,1,3841.04,10.24,0.79,5
20.35,155.54,276,3459.61,6.95,26442.55,6.08,0,0,535.14,14.07,406.90,3.04,202.97,6.06,177.41,5.28,1,5270.60,20.30,0.90,5
103.51,177.78,278,17596.40,23.03,30223.33,19.01,0,0,131.08,7.86,349.98,2.55,297.48,20.55,245.90,16.94,0,2391.40,5.97,0.58,3
98.73,98.67,283,16783.65,13.81,16774.60,13.33,0,0,204.15,13.36,371.28,2.37,161.66,11.95,155.77,11.45,1,1667.44,7.62,0.62,4
127.49,66.31,284,21672.96,18.51,11272.60,16.87,0,0,150.71,10.39,347.52,2.34,206.43,16.17,188.11,14.73,1,2168.56,7.71,0.57,4
139.85,105.77,289,23774.70,5.23,17980.06,5.04,0,0,551.32,12.38,367.88,2.45,178.96,4.56,172.15,4.38,1,5584.52,20.64,0.93,4
139.85,105.79,290,23774.20,4.74,17983.58,3.70,0,0,898.31,15.87,384.37,3.27,206.14,4.13,160.83,3.23,1,7888.21,37.53,0.95,4
139.87,105.68,291,23777.10,4.81,17966.31,4.23,0,0,832.77,16.79,383.86,3.24,183.08,4.18,160.83,3.66,1,8137.81,36.08,0.94,5
52.55,192.58,292,8933.60,11.93,32739.35,11.98,0,0,226.14,14.58,372.52,2.25,137.86,9.63,138.76,9.75,1,1865.94,9.57,0.63,5
111.69,190.66,292,18986.82,13.50,32412.82,12.73,0,0,220.67,10.80,354.40,2.56,212.16,11.82,200.09,11.14,0,2798.94,7.63,0.72,4
41.33,156.83,295,7025.98,9.58,26661.41,7.43,0,0,292.94,10.93,390.17,2.14,197.28,8.33,153.37,6.54,1,3033.77,10.93,0.83,4
105.23,159.09,298,17889.34,24.27,27045.13,18.04,0,0,125.14,6.66,362.76,2.47,352.37,22.35,264.67,16.25,0,2871.65,4.33,0.61,4
132.24,155.27,299,22480.91,10.40,26395.50,11.80,0,0,232.79,12.41,347.69,2.21,149.64,9.03,169.68,10.22,1,2327.75,7.69,0.71,4
205.02,201.82,300,34854.21,7.12,34308.85,6.12,0,0,481.49,12.81,362.50,2.78,205.68,6.21,176.71,5.35,1,5870.23,22.24,0.90,4
84.44,74.48,301,14354.53,16.90,12661.43,11.86,0,0,198.12,12.09,372.21,2.42,212.06,14.70,147.52,9.93,1,1819.58,8.67,0.64,4
43.48,98.56,304,7391.41,23.14,16755.07,18.89,0,0,153.60,12.87,387.04,2.81,212.19,20.19,173.07,16.41,1,1925.79,6.82,0.48,5
116.57,4.98,305,19817.05,11.14,847.17,10.62,0,0,237.10,7.29,344.99,2.40,280.77,9.94,267.58,9.48,0,0.00,0.00,0.84,3
39.17,84.42,306,6659.50,22.79,14350.85,21.93,0,0,157.93,12.20,401.81,3.16,227.27,20.03,218.77,19.28,0,2224.79,5.03,0.49,4
55.19,229.69,307,9381.98,8.21,39047.21,6.86,0,0,361.56,12.39,369.18,2.33,183.85,7.14,153.11,5.90,1,2466.19,12.31,0.85,5
80.13,192.74,307,13621.34,13.56,32765.04,12.35,0,0,200.48,7.97,353.92,2.38,263.42,12.01,240.03,10.94,0,2729.56,7.31,0.77,3
120.22,8.82,307,20436.61,16.42,1499.00,11.55,0,0,244.13,9.46,347.73,3.11,327.25,14.82,231.39,10.30,0,3338.29,8.61,0.77,4
122.84,7.73,308,20882.34,11.43,1314.23,10.56,0,0,272.02,10.19,349.75,2.68,235.26,10.05,217.31,9.29,0,3626.69,8.04,0.80,3
122.60,10.80,309,20841.38,16.01,1836.82,13.04,0,0,221.95,10.65,349.76,2.89,257.15,14.10,209.57,11.50,0,4354.25,8.85,0.71,3
120.21,11.68,310,20435.10,16.21,1985.10,13.01,0,0,193.33,8.69,337.17,2.57,278.28,14.36,223.54,11.52,0,3309.48,7.53,0.73,4
117.71,12.38,311,20010.78,12.03,2103.83,7.19,0,0,282.85,8.41,353.90,2.37,311.72,10.70,186.73,6.34,1,4517.23,11.26,0.86,4
115.46,12.40,312,19628.20,6.90,2108.70,7.03,0,0,388.69,10.29,360.68,2.39,200.55,6.04,204.21,6.15,0,5442.12,15.32,0.90,4
116.27,13.07,313,19765.55,7.82,2222.75,7.67,0,0,361.97,9.84,349.48,2.50,221.51,6.87,217.12,6.73,0,5254.69,12.76,0.89,3
115.00,13.77,314,19550.23,7.50,2340.58,7.78,0,0,380.93,9.92,349.54,2.61,222.07,6.60,230.44,6.85,0,4653.06,16.74,0.89,3
38.62,164.71,315,6565.66,10.41,28000.05,9.23,0,0,295.48,11.48,387.70,2.54,205.89,9.09,182.52,8.05,1,3424.21,12.48,0.81,5
115.51,12.68,315,19636.28,6.97,2156.44,6.27,0,0,380.97,9.56,350.33,2.22,213.65,6.10,192.28,5.49,0,4871.77,14.46,0.91,4
114.24,13.40,316,19421.61,8.25,2277.93,6.52,0,0,420.47,11.39,360.76,2.73,234.22,7.22,184.97,5.70,1,5383.00,13.73,0.89,4
113.84,13.83,317,19352.81,17.08,2351.69,18.77,0,0,149.29,8.52,336.20,2.43,230.97,15.09,253.75,16.60,0,1939.08,5.47,0.63,4
60.69,157.46,318,10317.75,14.13,26767.51,11.13,0,0,223.23,13.62,386.82,2.37,176.64,12.23,136.05,8.93,1,1924.42,8.01,0.65,4
101.09,176.77,318,17184.88,5.98,30050.16,6.08,0,0,458.45,12.53,369.02,2.38,168.15,5.23,170.97,5.29,1,4055.42,17.22,0.90,4
136.08,48.65,318,23132.82,14.13,8270.05,13.60,0,0,202.49,8.14,363.22,2.61,272.08,12.59,261.97,12.10,0,4398.79,6.70,0.76,3
101.10,176.64,319,17187.19,7.80,30028.97,9.23,0,0,320.56,12.37,362.99,2.35,155.68,6.89,183.65,8.01,1,2635.73,10.52,0.82,4
132.12,46.15,319,22459.99,13.60,7846.09,11.35,0,0,224.55,8.99,356.08,2.53,261.93,12.02,218.85,10.02,0,3770.19,8.81,0.78,3
18.46,4.64,320,3137.36,15.45,788.55,12.31,0,0,212.95,10.97,398.49,2.60,230.75,13.52,183.71,10.76,1,0.00,0.00,0.70,5
131.45,44.38,320,22345.66,9.68,7544.27,12.27,0,0,240.12,8.26,348.35,2.38,217.34,8.56,275.34,10.85,0,4081.04,8.66,0.82,3
131.76,44.04,321,22399.21,10.72,7487.51,11.82,0,0,231.72,8.92,355.70,2.34,214.74,9.43,236.63,10.39,0,4034.44,10.25,0.80,3
52.33,141.41,322,8896.19,18.40,24040.18,18.62,0,0,150.49,10.38,378.57,2.46,205.12,16.11,207.52,16.30,0,1670.17,5.55,0.56,4
56.70,182.05,322,9638.38,12.53,30948.83,9.94,0,0,265.60,13.06,368.12,2.57,195.81,10.89,155.99,8.82,1,1779.42,9.89,0.74,5
131.46,43.93,322,22348.30,9.02,7467.61,7.70,0,0,307.17,9.57,355.62,2.26,222.87,7.90,190.30,6.75,1,3082.94,11.76,0.86,4
129.82,43.56,323,22070.11,13.41,7405.00,7.47,0,0,277.38,9.13,349.45,2.48,313.29,11.92,175.04,6.56,1,5011.33,11.41,0.84,4
100.84,176.94,324,17142.62,14.17,30080.19,15.32,0,0,171.12,8.84,362.98,2.25,211.20,12.45,228.33,13.45,0,1566.81,6.16,0.69,4
129.87,43.18,324,22078.75,13.64,7339.89,13.49,0,0,213.27,10.04,344.57,2.59,223.26,11.99,220.89,11.86,0,2761.85,7.21,0.72,4
131.32,42.36,325,22324.11,9.43,7200.89,8.66,0,0,312.63,10.85,356.45,2.49,209.01,8.24,191.95,7.57,0,3956.06,14.86,0.84,4
131.67,42.63,326,22383.11,12.80,7246.93,10.27,0,0,249.27,9.36,348.25,2.58,262.85,11.28,210.94,9.06,0,3474.06,11.35,0.80,3
132.95,42.98,327,22602.08,9.14,7306.35,9.31,0,0,315.45,10.64,351.09,2.58,208.47,8.01,212.42,8.16,0,4113.31,11.10,0.84,4
132.63,44.43,328,22546.74,14.78,7553.05,21.16,0,0,194.99,10.08,366.95,3.18,221.59,13.15,316.22,18.93,0,4948.38,7.18,0.66,3
153.13,171.39,328,26031.81,26.80,29135.98,19.66,0,0,155.82,8.41,356.60,3.40,381.32,25.38,285.76,17.84,1,4375.50,7.02,0.57,4
130.71,45.51,329,22220.16,12.66,7736.42,10.84,0,0,251.11,10.68,367.61,2.61,229.09,11.10,196.21,9.50,0,4100.83,10.05,0.77,3
147.49,169.56,329,25073.60,13.08,28825.01,9.16,0,0,300.68,11.35,351.26,2.94,267.06,11.50,186.92,8.04,1,3686.94,13.41,0.80,4
130.09,46.87,330,22115.52,10.44,7967.89,13.32,0,0,225.43,8.90,356.69,2.39,203.81,9.20,259.97,11.73,0,3923.31,8.20,0.79,4
145.92,170.52,330,24806.30,8.18,28988.13,7.27,0,0,364.09,10.36,345.24,2.49,221.10,7.16,196.60,6.37,0,3830.92,13.18,0.88,4
49.07,68.10,331,8342.71,7.70,11577.46,6.14,0,0,451.74,12.64,410.74,2.71,211.37,6.71,168.73,5.38,1,5266.10,16.55,0.89,4
130.58,50.05,331,22198.26,18.57,8508.43,12.18,0,0,174.06,7.37,351.81,2.42,338.35,16.81,223.46,10.87,0,3358.21,4.98,0.73,4
144.18,171.67,331,24511.34,8.16,29183.60,7.41,0,0,391.10,10.94,347.54,2.70,224.33,7.15,203.72,6.50,0,4685.67,15.25,0.88,4
134.89,51.85,332,22931.08,10.55,8814.27,10.17,0,0,249.20,9.06,356.74,2.31,223.41,9.26,215.42,8.93,0,3012.42,9.78,0.82,4
144.15,171.88,332,24505.59,7.71,29218.96,7.28,0,0,390.18,10.57,345.77,2.60,218.93,6.76,206.83,6.38,0,4613.02,16.70,0.89,4
136.63,52.25,333,23226.90,13.30,8883.33,14.18,0,0,220.89,11.03,363.25,2.69,205.05,11.66,218.65,12.43,0,2363.71,8.30,0.71,4
144.58,171.29,333,24578.73,5.81,29120.15,4.99,0,0,533.11,11.63,352.81,2.51,204.73,5.07,175.89,4.35,1,5082.23,24.95,0.93,4
173.88,61.33,333,29559.09,16.35,10425.34,12.05,0,0,192.23,11.36,373.75,2.34,212.27,14.24,156.09,10.39,1,2255.25,6.80,0.65,4
137.86,51.32,334,23436.40,12.19,8724.10,12.33,0,0,213.56,10.14,361.86,2.30,197.34,10.65,199.65,10.77,0,2703.15,9.79,0.73,4
143.06,170.95,334,24320.89,11.92,29060.67,8.64,0,0,260.86,7.72,338.15,2.44,310.80,10.69,226.12,7.68,0,4126.31,9.30,0.85,3
136.59,52.50,340,23220.72,12.16,8924.54,11.91,0,0,222.21,9.57,365.46,2.38,217.47,10.67,212.93,10.45,0,2937.88,10.01,0.76,4
136.34,52.15,341,23177.83,15.38,8864.99,10.27,0,0,223.02,10.06,373.79,2.49,262.50,13.49,175.39,9.03,1,3596.31,9.31,0.75,5
114.06,36.20,342,19389.72,9.43,6154.25,8.59,0,0,327.33,11.74,342.56,2.58,201.96,8.23,183.98,7.50,1,2388.40,12.46,0.83,5
137.40,52.41,342,23358.40,10.73,8909.34,9.22,0,0,278.49,10.68,364.60,2.44,215.09,9.38,184.67,8.05,1,3605.71,13.42,0.81,4
114.04,36.24,343,19386.45,8.28,6160.50,8.00,0,0,357.09,13.18,354.39,2.50,172.22,7.23,166.33,6.95,1,3615.35,13.90,0.83,5
137.51,51.57,343,23376.68,13.10,8767.07,11.39,0,0,213.15,8.19,363.11,2.38,263.33,11.58,229.08,10.08,0,4070.42,7.83,0.79,4
114.12,36.19,344,19400.05,7.66,6153.10,7.15,0,0,341.61,9.83,338.25,2.22,204.58,6.69,190.93,6.25,0,3948.44,12.58,0.88,4
114.02,36.08,345,19383.28,9.04,6133.30,8.19,0,0,349.75,11.62,335.20,2.65,209.15,7.90,189.55,7.16,1,3396.48,14.35,0.85,5
113.97,36.36,346,19375.53,6.49,6180.69,5.45,0,0,414.29,11.11,343.82,2.12,185.67,5.65,155.27,4.67,1,3808.50,15.95,0.90,4
113.97,36.27,347,19375.59,8.34,6165.49,8.04,0,0,352.18,10.70,332.95,2.55,211.09,7.30,203.58,7.04,0,3881.50,15.48,0.87,4
103.70,163.64,348,17628.66,5.96,27818.16,5.64,0,0,558.22,15.37,394.40,2.77,165.74,5.15,156.52,4.83,1,5826.50,16.57,0.90,4
51.83,46.27,349,8810.70,9.96,7866.57,8.82,0,0,283.12,12.33,393.74,2.28,175.40,8.66,155.24,7.63,1,2380.69,12.68,0.78,5
140.50,167.39,352,23884.44,13.61,28456.61,12.19,0,0,252.21,15.81,351.90,2.77,165.81,11.69,147.73,10.25,1,3259.73,12.40,0.64,4
51.88,46.11,353,8819.35,7.73,7838.61,8.18,0,0,290.70,10.37,392.01,2.00,166.46,6.76,176.00,7.13,1,2884.31,9.90,0.84,4
51.97,46.05,354,8835.41,8.09,7827.97,8.94,0,0,299.18,11.12,390.26,2.20,167.34,7.09,184.73,7.79,1,2673.88,9.20,0.83,4
51.90,46.20,355,8823.05,11.08,7854.30,10.15,0,0,270.51,12.72,402.63,2.48,180.89,9.65,165.74,8.85,1,3911.04,7.85,0.75,4
51.82,46.03,356,8810.02,11.02,7825.07,9.07,0,0,278.80,12.10,388.43,2.42,195.07,9.59,160.92,8.00,1,2507.77,10.25,0.78,5
113.70,198.57,356,19329.72,10.62,33757.22,10.76,0,0,257.35,12.11,371.10,2.38,173.16,9.22,175.37,9.32,1,4172.50,12.01,0.75,5
51.99,46.29,357,8838.35,11.66,7869.55,10.44,0,0,288.00,13.36,393.11,2.76,192.99,10.16,172.76,9.08,1,3558.42,11.18,0.75,4
51.88,46.07,358,8819.07,7.74,7832.10,11.09,0,0,255.30,8.64,387.54,2.10,176.20,6.81,252.05,9.72,1,3675.48,9.69,0.84,4
106.23,219.12,358,18058.33,4.80,37249.78,4.12,0,0,616.85,13.37,370.78,2.36,170.33,4.17,147.06,3.69,1,5023.44,23.34,0.94,4
52.14,45.98,359,8863.18,12.46,7816.64,12.62,0,0,257.70,12.16,385.36,2.85,203.23,10.91,205.81,11.05,0,3300.21,8.21,0.74,5
116.64,149.84,359,19827.99,15.23,25472.21,11.71,0,0,190.43,11.19,362.62,2.20,199.10,13.24,153.49,10.32,1,2847.98,6.43,0.66,4
52.14,46.36,361,8863.55,7.86,7881.22,6.99,0,0,362.95,10.33,394.09,2.37,212.47,6.87,188.86,6.11,1,4253.54,15.44,0.88,4
52.37,46.63,362,8902.79,6.91,7927.54,5.41,0,0,637.44,14.46,413.09,3.45,234.46,6.05,183.52,4.73,1,8577.42,26.13,0.92,4
29.63,91.36,367,5037.66,14.02,15530.90,10.49,0,0,198.01,8.90,397.30,2.12,240.06,12.27,179.54,9.17,1,1930.31,7.82,0.75,4
62.44,90.01,371,10615.32,24.40,15302.14,22.80,0,0,150.85,6.51,361.88,3.28,420.30,24.56,406.99,22.43,1,2954.46,5.41,0.61,5
110.34,185.56,371,18757.49,13.93,31545.07,14.35,0,0,193.06,14.24,359.70,2.30,143.08,11.72,147.21,11.97,1,2183.46,8.32,0.57,5
64.28,84.42,372,10928.45,24.00,14351.30,29.93,0,0,110.71,7.13,376.21,2.79,291.24,21.71,354.11,28.29,1,1970.02,5.06,0.50,4
48.25,18.06,376,8203.08,11.91,3070.60,10.37,0,0,272.80,12.67,388.21,2.64,197.07,10.38,171.75,9.08,1,3274.33,10.79,0.75,5
110.37,185.49,380,18763.13,12.09,31533.78,12.61,0,0,185.38,10.26,348.69,1.97,167.32,10.45,174.52,10.91,1,1893.79,8.14,0.69,4
110.35,185.20,381,18759.40,12.76,31483.48,8.34,0,0,227.59,11.87,353.81,2.02,188.38,11.05,124.91,7.60,1,1957.00,8.47,0.72,4
110.44,185.53,382,18774.12,15.28,31540.46,12.66,0,0,172.28,11.14,359.31,2.05,180.69,13.23,148.60,10.61,1,1823.75,6.42,0.62,4
222.57,213.55,382,37836.93,11.91,36303.83,12.53,0,0,217.39,12.44,342.04,2.27,158.87,10.18,167.39,10.78,1,2664.19,12.12,0.68,5
110.32,185.59,383,18753.84,13.98,31550.62,9.17,0,0,226.14,11.57,357.74,2.18,208.37,12.13,133.37,7.35,1,1521.21,11.35,0.72,4
