 ,X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit
14990,146.27,14.39,2519,24866.36,4.47,2446.77,4.86,0,0,619.74,14.20,447.41,2.47,149.33,3.86,162.17,4.17,1,3748.92,25.44,0.93,4
14991,146.16,14.47,2520,24847.28,4.61,2460.06,4.55,0,0,719.15,14.97,441.66,2.84,170.12,4.02,167.63,3.93,1,5803.00,23.53,0.94,4
14992,189.55,67.51,2520,32223.36,18.72,11477.13,13.04,0,0,192.63,10.93,459.42,2.67,253.81,16.40,176.72,11.39,1,1090.21,6.34,0.65,4
14993,82.95,103.86,2521,14100.70,8.57,17656.79,10.55,0,0,285.25,9.79,433.97,2.41,192.16,7.52,236.75,9.25,0,2567.60,9.89,0.84,3
14994,146.07,14.42,2521,24832.70,4.02,2451.89,5.00,0,0,605.63,13.57,442.45,2.33,140.08,3.70,171.73,4.31,1,4321.12,18.48,0.93,4
14995,195.17,74.39,2521,33178.85,13.46,12646.26,17.09,0,0,223.27,10.38,474.24,3.10,223.68,11.93,283.82,15.15,0,4680.96,6.08,0.71,3
14996,203.79,241.23,2521,34645.11,10.85,41009.49,9.14,0,0,357.17,17.52,466.73,3.04,169.71,9.42,143.13,7.97,1,3752.60,10.79,0.74,4
14997,223.41,45.76,2521,37980.52,13.10,7779.25,13.49,0,0,261.00,15.43,469.42,2.99,169.84,11.32,175.03,11.73,1,2923.67,8.87,0.66,4
14998,82.62,103.72,2522,14044.56,8.82,17631.65,8.32,0,0,325.32,10.53,434.99,2.46,209.49,7.72,197.58,7.28,0,3140.96,12.70,0.85,4
14999,146.23,14.41,2522,24859.40,5.19,2449.28,4.79,0,0,566.53,12.59,444.98,2.44,179.23,4.51,165.13,4.13,1,4616.73,17.63,0.93,4
15000,84.04,104.07,2523,14286.22,5.93,17692.49,6.10,0,0,451.02,11.52,439.71,2.36,178.40,5.18,183.30,5.32,1,3685.67,13.36,0.91,4
15001,146.15,14.38,2523,24846.32,3.57,2445.11,3.67,0,0,765.76,13.25,444.73,2.38,158.45,3.12,162.46,3.15,1,4964.90,21.88,0.96,4
15002,84.97,104.53,2524,14444.49,9.52,17770.45,7.20,0,0,365.53,12.33,439.72,2.64,216.57,8.30,163.61,6.21,1,2711.73,13.91,0.85,4
15003,146.22,14.41,2524,24857.68,3.78,2449.89,3.64,0,0,875.18,15.27,453.42,2.78,165.94,3.28,159.38,3.11,1,7542.48,23.66,0.96,4
15004,238.67,46.65,2524,40574.55,13.57,7930.11,18.85,0,0,188.60,12.48,474.75,2.62,157.12,11.72,218.76,16.43,1,1513.69,4.55,0.60,4
15005,84.82,105.63,2525,14420.00,8.52,17957.26,7.47,0,0,407.50,14.45,444.82,2.80,184.21,7.41,161.17,6.43,1,2873.48,14.52,0.84,4
15006,146.16,14.38,2525,24846.38,3.85,2444.02,4.60,0,0,727.04,14.03,447.10,2.64,153.75,3.40,183.04,3.99,1,5105.71,20.98,0.95,4
15007,244.64,174.77,2525,41589.37,11.07,29711.15,9.69,0,0,252.15,11.21,480.57,2.26,191.28,9.63,167.38,8.44,1,853.40,7.58,0.77,5
15008,86.16,105.20,2526,14647.02,8.43,17884.51,8.48,0,0,369.82,12.67,438.38,2.73,189.13,7.36,190.29,7.40,1,4230.15,11.32,0.84,4
15009,132.05,97.33,2526,22448.12,8.47,16545.45,11.33,0,0,279.66,11.65,439.46,2.38,156.86,7.52,209.07,9.86,1,1170.62,7.71,0.79,3
15010,146.15,14.41,2526,24844.87,4.25,2450.21,4.27,0,0,867.34,17.45,444.82,3.17,162.00,3.71,162.36,3.66,1,5195.31,30.26,0.94,4
15011,244.51,174.63,2526,41566.40,16.06,29687.39,12.60,0,0,236.93,15.62,481.17,2.88,186.41,13.92,145.17,10.60,1,1762.85,7.72,0.61,4
15012,48.31,58.80,2527,8211.91,11.13,9996.24,10.54,0,0,239.03,11.24,414.52,2.24,181.75,9.68,172.15,9.18,1,1812.69,9.58,0.75,4
15013,85.69,106.72,2527,14567.90,11.16,18142.80,14.11,0,0,241.88,9.30,437.88,2.78,224.26,9.89,283.35,12.51,0,2856.48,7.56,0.78,4
15014,146.21,14.42,2527,24855.20,3.46,2450.85,3.72,0,0,849.20,14.07,442.31,2.62,160.10,3.01,172.07,3.21,1,6245.23,31.49,0.96,4
15015,232.60,15.91,2527,39541.96,8.90,2704.96,7.97,0,0,329.64,12.50,452.51,2.40,180.11,7.71,161.77,7.01,1,1600.00,11.57,0.82,4
15016,84.34,105.62,2528,14338.37,5.86,17954.99,6.42,0,0,526.10,13.93,433.96,2.79,169.59,5.08,185.87,5.58,1,3136.31,19.34,0.90,4
15017,146.11,14.38,2528,24839.10,4.68,2444.80,4.59,0,0,675.65,14.92,442.12,2.68,162.83,4.10,159.13,3.94,1,3757.56,19.87,0.93,4
15018,207.28,175.61,2528,35237.46,9.82,29854.46,9.52,0,0,322.02,16.30,486.90,2.63,147.82,8.43,141.99,7.89,1,1781.94,10.63,0.74,5
15019,235.47,6.01,2528,40030.51,17.94,1021.90,19.69,0,0,194.65,11.14,453.85,3.36,242.38,15.91,265.84,17.48,0,0.00,0.00,0.62,3
15020,84.65,104.74,2529,14390.14,10.55,17806.19,9.36,0,0,346.90,13.36,450.56,3.03,210.54,9.22,186.89,8.18,1,5025.79,15.50,0.81,4
15021,146.25,14.38,2529,24862.52,4.84,2445.04,5.55,0,0,605.33,13.79,436.23,2.71,162.88,4.21,187.05,4.82,1,4775.65,19.17,0.93,4
15022,216.65,77.87,2529,36830.68,6.74,13237.96,8.00,0,0,410.89,13.62,464.96,2.60,155.45,5.78,185.05,6.95,1,2502.46,14.44,0.86,4
15023,226.19,43.66,2529,38452.26,19.41,7422.16,20.48,0,0,162.25,10.00,455.17,2.96,243.40,17.19,256.81,18.13,0,1883.40,6.34,0.58,3
15024,237.37,6.70,2529,40353.70,8.88,1139.35,8.40,0,0,381.55,12.10,458.34,2.92,215.33,7.78,203.62,7.35,0,4833.44,14.16,0.86,4
15025,86.11,104.95,2530,14638.74,7.62,17841.80,6.91,0,0,443.62,13.55,437.27,2.80,191.58,6.64,173.76,6.04,1,2456.60,12.66,0.87,4
15026,146.17,14.41,2530,24849.41,3.65,2449.49,3.91,0,0,903.09,16.45,442.13,2.92,153.92,3.20,164.56,3.36,1,5600.33,26.31,0.95,4
15027,216.62,77.85,2530,36825.60,3.89,13234.37,3.88,0,0,815.77,15.97,467.83,2.70,151.49,3.30,152.32,3.41,1,4008.21,29.09,0.95,4
15028,231.06,223.97,2530,39280.57,10.12,38074.21,11.03,0,0,302.88,13.73,481.65,2.78,171.52,8.85,186.84,9.61,1,2308.04,9.87,0.76,4
15029,238.22,8.43,2530,40496.96,7.53,1433.36,9.06,0,0,476.97,16.34,467.18,3.43,169.01,6.58,203.09,7.89,1,5589.56,18.67,0.85,4
15030,85.18,105.73,2531,14480.43,6.05,17973.75,5.88,0,0,523.41,14.43,441.68,2.68,168.55,5.27,163.44,5.09,1,3291.81,15.80,0.90,4
15031,120.21,249.58,2531,20436.45,10.02,42428.65,9.50,0,0,300.56,14.86,451.73,2.49,155.13,8.72,145.61,7.92,1,0.00,0.00,0.74,4
15032,138.26,138.51,2531,23503.55,12.88,23546.17,10.48,0,0,263.18,12.90,456.09,2.65,201.71,11.22,163.73,9.02,1,1813.42,8.82,0.73,4
15033,146.08,14.44,2531,24833.96,4.44,2454.30,4.73,0,0,628.42,13.03,432.85,2.48,164.51,3.89,174.80,4.09,1,3947.21,21.92,0.94,4
15034,157.82,51.54,2531,26829.25,15.21,8761.25,12.70,0,0,222.75,14.03,446.74,2.66,185.00,13.22,153.73,10.77,1,1446.25,5.61,0.63,4
15035,216.53,77.66,2531,36810.73,9.73,13202.28,11.02,0,0,292.20,13.63,463.60,2.60,159.39,8.32,180.98,9.56,1,1263.98,12.03,0.76,4
15036,230.94,224.44,2531,39259.82,3.91,38154.62,3.93,0,0,627.34,10.79,480.41,2.12,174.40,3.41,175.04,3.40,1,4452.94,16.76,0.96,4
15037,235.54,8.60,2531,40042.41,3.65,1461.65,4.14,0,0,875.06,14.24,449.08,2.96,172.04,3.16,195.36,3.61,1,6378.65,23.79,0.96,4
15038,85.06,105.15,2532,14460.70,7.40,17875.34,6.80,0,0,429.12,12.72,441.86,2.65,191.65,6.45,176.27,5.94,1,3930.21,12.39,0.88,4
15039,137.59,140.15,2532,23390.79,12.47,23826.32,17.61,0,0,303.42,14.51,459.71,4.07,201.33,11.01,283.93,15.57,0,3712.62,11.92,0.71,3
15040,146.22,14.45,2532,24858.20,3.83,2457.07,3.67,0,0,806.13,14.61,446.51,2.58,161.81,3.32,154.48,3.11,1,5990.52,23.04,0.95,4
15041,216.73,77.71,2532,36844.58,7.03,13211.47,8.28,0,0,426.66,16.55,470.43,2.77,138.41,6.04,163.41,7.15,1,3116.15,12.31,0.82,4
15042,228.42,42.44,2532,38831.18,16.28,7215.63,20.58,0,0,169.99,13.91,461.49,2.68,151.52,13.79,192.58,17.87,1,1155.85,4.80,0.50,4
15043,17.49,109.48,2533,2974.10,13.26,18612.00,10.94,0,0,199.08,10.17,415.10,2.08,199.03,11.53,163.92,9.42,1,1689.71,5.16,0.71,4
15044,85.61,103.41,2533,14553.64,7.35,17579.44,7.27,0,0,403.37,12.11,438.71,2.57,187.88,6.40,186.08,6.33,1,2857.94,13.29,0.88,4
15045,140.51,137.72,2533,23887.42,4.18,23412.34,4.50,0,0,750.22,14.56,479.23,2.80,164.84,3.59,177.63,3.90,1,6057.46,23.59,0.95,5
15046,146.20,14.47,2533,24853.25,3.46,2459.97,3.69,0,0,874.73,16.09,444.87,2.66,144.49,3.04,153.07,3.12,1,5184.02,27.68,0.95,5
15047,216.55,77.75,2533,36813.82,5.00,13217.70,4.98,0,0,589.31,14.83,468.38,2.50,151.12,4.21,151.21,4.31,1,3465.75,20.76,0.92,4
15048,86.60,104.17,2534,14721.41,9.64,17709.10,9.58,0,0,353.32,14.65,443.66,2.94,178.47,8.37,177.37,8.35,1,3443.90,15.74,0.80,5
15049,141.55,137.55,2534,24062.77,6.45,23383.43,9.64,0,0,552.93,16.98,481.07,3.82,160.95,5.56,241.01,8.41,1,6365.65,18.69,0.87,5
15050,146.20,14.41,2534,24853.25,3.86,2449.45,4.06,0,0,755.90,14.62,443.61,2.56,153.36,3.38,160.54,3.48,1,4285.29,27.99,0.95,4
15051,216.43,77.65,2534,36793.04,7.87,13199.83,9.50,0,0,351.65,14.55,468.85,2.59,143.75,6.52,175.40,8.21,1,2155.17,10.39,0.80,4
15052,143.27,139.01,2535,24355.38,12.18,23630.88,11.20,0,0,266.06,13.59,465.39,2.69,183.14,10.59,168.56,9.81,1,1291.83,8.49,0.72,4
15053,146.25,14.46,2535,24861.86,3.36,2457.43,3.54,0,0,836.78,13.36,444.05,2.48,161.23,2.91,169.73,3.05,1,5915.94,32.39,0.96,4
15054,216.76,77.77,2535,36849.12,13.04,13221.29,12.01,0,0,232.04,12.52,465.73,2.52,185.58,11.35,170.95,10.46,1,2144.46,9.45,0.69,4
15055,235.61,204.90,2535,40053.82,7.27,34832.91,8.80,0,0,463.56,17.27,488.81,3.17,148.55,6.14,180.82,7.65,1,3277.52,12.33,0.83,4
15056,132.07,136.69,2536,22452.68,11.18,23237.24,8.81,0,0,354.92,15.34,456.17,3.05,198.47,9.73,156.08,7.60,1,2303.35,11.77,0.78,4
15057,146.27,14.38,2536,24865.14,3.59,2444.73,3.99,0,0,792.99,14.30,443.18,2.57,152.57,3.11,169.70,3.45,1,5346.54,28.41,0.95,4
15058,216.62,77.75,2536,36825.83,10.63,13217.30,10.65,0,0,288.74,13.97,462.95,2.64,168.34,9.19,168.79,9.25,1,2118.17,9.74,0.74,4
15059,235.59,204.97,2536,40049.72,4.62,34844.51,5.02,0,0,671.05,15.64,486.49,2.76,150.85,3.90,165.06,4.39,1,5106.98,22.42,0.93,4
15060,131.85,136.56,2537,22415.08,5.81,23214.60,5.44,0,0,486.61,12.96,459.23,2.34,167.08,5.06,155.80,4.63,1,2431.06,12.11,0.90,4
15061,136.38,216.42,2537,23183.78,15.21,36790.73,12.59,0,0,191.59,12.02,464.39,2.28,185.70,13.19,153.10,10.69,1,1695.46,5.55,0.63,4
15062,146.25,14.45,2537,24861.88,3.00,2457.26,3.33,0,0,831.04,12.77,451.66,2.25,149.72,2.60,165.67,2.86,1,5046.54,27.47,0.97,4
15063,159.31,57.57,2537,27081.94,18.47,9787.12,17.37,0,0,154.21,10.84,449.83,2.42,201.98,16.13,189.84,15.15,1,1717.73,5.41,0.56,4
15064,207.31,80.22,2537,35242.49,9.42,13637.42,9.38,0,0,311.33,14.23,477.24,2.50,157.78,8.11,157.36,8.16,1,2052.04,9.16,0.77,4
15065,216.48,77.76,2537,36800.80,7.37,13219.34,10.06,0,0,327.03,13.81,467.47,2.35,126.42,5.59,181.01,8.71,1,2885.94,11.28,0.79,5
15066,235.46,204.96,2537,40028.98,5.87,34844.02,5.88,0,0,607.09,16.39,488.62,3.07,166.45,5.05,167.31,5.15,1,4854.33,21.07,0.90,4
15067,131.65,136.49,2538,22380.38,12.34,23203.48,8.34,0,0,309.82,11.02,452.73,2.80,267.02,10.83,180.49,7.31,1,2687.56,12.50,0.82,4
15068,146.27,14.47,2538,24865.30,3.96,2460.74,3.98,0,0,746.67,13.71,450.88,2.55,165.27,3.43,165.88,3.42,1,5425.33,21.36,0.95,4
15069,157.03,238.30,2538,26694.42,12.49,40511.42,9.84,0,0,281.29,12.98,461.46,2.71,207.83,10.88,163.74,8.55,1,3210.98,8.66,0.76,5
15070,216.72,77.88,2538,36841.78,6.55,13239.67,6.44,0,0,441.80,14.26,467.95,2.45,155.65,5.65,153.56,5.68,1,2576.33,13.28,0.87,4
15071,235.48,204.99,2538,40031.15,6.41,34848.41,5.24,0,0,493.51,14.39,483.32,2.46,169.26,5.52,140.54,4.85,1,2902.06,15.01,0.89,4
15072,29.73,103.58,2539,5053.89,28.47,17608.44,18.17,0,0,135.68,10.01,413.53,2.78,297.37,25.20,190.10,16.03,1,979.19,4.68,0.51,3
15073,120.39,249.53,2539,20466.83,13.83,42420.53,15.44,0,0,201.33,12.42,449.43,2.55,171.88,11.99,192.02,13.43,1,0.00,0.00,0.63,3
15074,146.18,14.43,2539,24850.75,4.01,2453.76,4.28,0,0,714.29,13.08,444.31,2.56,168.09,3.50,179.35,3.71,1,5146.08,27.92,0.95,4
15075,50.51,152.73,2540,8585.97,5.47,25963.92,5.25,0,0,570.76,14.99,443.53,2.61,159.11,4.67,153.12,4.54,1,2872.94,20.56,0.91,4
15076,128.27,147.18,2540,21806.60,9.79,25020.70,12.34,0,0,285.06,11.10,456.88,2.79,193.71,8.60,244.04,10.83,0,2486.27,9.67,0.80,3
15077,146.23,14.42,2540,24858.38,5.43,2450.79,6.22,0,0,479.10,12.80,443.35,2.40,155.99,4.73,178.54,5.39,1,4403.85,14.69,0.90,4
15078,223.54,248.72,2540,38002.63,4.64,42282.14,5.22,0,0,968.35,19.75,494.06,4.15,174.67,4.03,196.49,4.55,1,0.00,0.00,0.94,5
15079,50.40,152.71,2541,8567.41,4.97,25961.46,5.14,0,0,652.17,15.40,439.28,2.83,160.91,4.26,166.75,4.45,1,4498.21,22.12,0.92,4
15080,71.60,173.49,2541,12172.26,17.07,29493.76,17.91,0,0,164.62,11.62,442.30,2.51,185.67,14.87,194.91,15.62,1,1534.17,5.12,0.56,3
15081,129.58,148.06,2541,22029.07,9.15,25170.76,10.81,0,0,338.57,13.05,456.91,2.96,182.50,7.99,215.56,9.45,1,2319.44,10.20,0.81,3
15082,146.15,14.44,2541,24846.06,6.34,2455.06,5.99,0,0,549.05,15.95,443.05,2.90,167.23,5.52,157.56,5.11,1,4599.88,21.37,0.89,4
15083,216.73,77.80,2541,36844.45,6.61,13225.58,8.37,0,0,447.08,16.88,471.53,2.83,133.50,5.66,169.77,7.26,1,3225.27,15.20,0.83,5
15084,235.60,204.96,2541,40051.80,9.15,34842.77,9.85,0,0,316.01,14.28,478.78,2.57,154.48,7.78,167.23,8.61,1,2016.44,9.52,0.77,4
15085,244.66,174.76,2541,41591.91,12.15,29708.56,10.98,0,0,262.03,14.55,492.62,2.59,167.62,10.49,151.54,9.53,1,2030.29,9.18,0.70,5
15086,50.40,152.60,2542,8567.45,4.33,25941.16,4.03,0,0,637.05,12.40,428.06,2.28,170.01,3.73,158.18,3.45,1,4105.54,26.63,0.95,4
15087,129.91,145.23,2542,22085.40,7.14,24689.40,9.36,0,0,354.57,11.96,465.26,2.53,163.03,6.29,213.45,8.16,1,3199.29,11.22,0.85,4
15088,130.55,245.40,2542,22193.08,8.79,41718.48,8.96,0,0,394.32,17.39,463.25,2.97,151.44,7.41,154.70,7.62,1,2284.56,11.78,0.78,5
15089,146.25,14.44,2542,24862.82,4.77,2454.16,4.97,0,0,623.34,14.64,442.24,2.60,155.64,4.14,161.78,4.26,1,3465.96,19.67,0.93,4
15090,157.07,237.99,2542,26701.76,3.98,40457.94,4.10,0,0,786.11,15.59,474.96,2.73,154.84,3.52,159.34,3.61,1,4523.96,18.51,0.95,5
15091,216.76,77.87,2542,36848.90,9.95,13238.24,9.87,0,0,346.96,16.65,462.74,2.95,159.14,8.63,158.23,8.67,1,1438.67,10.43,0.75,5
15092,224.74,93.94,2542,38205.69,11.89,15969.12,11.04,0,0,233.29,10.47,482.23,2.34,203.51,10.38,189.01,9.65,1,2849.56,7.80,0.76,4
15093,235.59,204.79,2542,40049.52,6.93,34814.72,8.03,0,0,384.77,15.14,481.66,2.40,129.77,5.44,155.38,6.98,1,3160.54,15.10,0.82,5
15094,50.44,152.63,2543,8575.37,4.33,25946.58,4.36,0,0,653.61,13.54,435.11,2.43,159.66,3.70,160.91,3.75,1,4704.98,25.07,0.94,4
15095,146.19,14.44,2543,24853.03,4.30,2455.23,4.51,0,0,671.07,13.50,441.69,2.54,164.14,3.75,171.81,3.90,1,4444.54,20.29,0.94,4
15096,226.81,237.01,2543,38557.55,6.86,40291.26,5.98,0,0,505.47,15.76,477.29,2.78,169.26,5.96,148.59,5.38,1,2483.19,14.72,0.88,5
15097,235.60,204.94,2543,40051.90,8.46,34840.52,10.00,0,0,357.68,14.84,476.96,2.83,155.71,7.22,184.84,8.70,1,3826.40,15.26,0.80,5
15098,45.43,88.57,2544,7722.97,7.10,15057.19,7.35,0,0,321.73,9.22,421.24,2.04,190.29,6.19,197.09,6.41,1,2658.44,12.59,0.88,4
15099,50.48,152.63,2544,8581.90,4.13,25946.32,4.50,0,0,670.65,13.86,436.87,2.46,151.77,3.48,166.21,3.87,1,5348.19,31.18,0.94,4
15100,133.34,143.83,2544,22668.59,10.48,24450.87,9.30,0,0,328.56,14.03,465.28,2.81,188.56,9.12,167.35,8.12,1,2730.35,9.31,0.78,4
15101,146.19,14.59,2544,24852.46,7.12,2480.04,6.87,0,0,459.01,15.86,446.44,2.74,158.03,6.21,151.33,5.80,1,3829.27,15.91,0.85,4
15102,226.77,237.10,2544,38550.48,6.78,40306.61,6.73,0,0,471.87,14.87,478.47,2.74,165.12,5.89,164.10,5.89,1,3070.44,16.64,0.87,4
15103,232.49,90.78,2544,39523.17,15.23,15432.55,15.78,0,0,274.33,13.01,478.93,3.90,248.42,13.50,257.16,14.01,0,3839.52,8.62,0.70,4
15104,235.65,204.87,2544,40061.07,7.44,34828.72,7.47,0,0,401.53,15.16,493.10,2.55,150.59,6.33,152.34,6.60,1,3389.67,12.84,0.83,5
15105,244.60,174.70,2544,41582.18,8.87,29698.32,10.45,0,0,250.69,11.80,478.44,2.05,142.46,7.36,169.69,9.04,1,1008.96,7.15,0.76,5
15106,43.63,87.94,2545,7417.38,7.73,14949.74,8.73,0,0,334.89,11.99,422.77,2.38,165.55,6.68,187.24,7.60,1,2541.50,12.47,0.84,4
15107,46.38,129.69,2545,7884.00,22.16,22046.99,17.30,0,0,134.63,8.86,423.76,2.37,259.56,19.50,202.65,15.23,0,1839.00,4.30,0.57,4
15108,50.42,152.63,2545,8571.81,4.74,25947.80,4.70,0,0,574.56,12.72,423.33,2.32,163.69,4.07,162.24,4.04,1,3304.71,20.20,0.93,4
15109,84.92,104.79,2545,14436.50,8.65,17814.16,7.43,0,0,344.12,12.35,438.60,2.38,184.96,7.53,159.02,6.48,1,2148.17,8.42,0.84,4
15110,146.25,14.36,2545,24863.16,4.25,2441.73,4.83,0,0,677.57,15.26,443.79,2.62,144.40,3.67,164.05,4.15,1,4551.44,26.00,0.93,4
15111,209.45,66.10,2545,35607.07,10.39,11237.66,12.80,0,0,291.53,15.00,470.12,2.89,153.96,8.82,190.62,11.13,1,1566.83,8.14,0.72,4
15112,226.90,237.14,2545,38572.55,8.03,40313.83,8.20,0,0,433.56,16.86,477.78,3.02,158.97,7.06,162.19,7.17,1,3088.40,11.41,0.82,5
15113,235.70,204.83,2545,40069.20,9.11,34821.10,8.40,0,0,349.00,14.45,484.91,2.62,168.72,7.89,155.94,7.36,1,2597.44,9.47,0.80,4
15114,236.24,88.75,2545,40161.16,8.63,15087.18,10.56,0,0,370.39,14.25,482.94,3.09,172.40,7.53,210.91,9.21,1,3970.69,11.47,0.81,4
15115,50.47,152.62,2546,8579.43,4.01,25945.95,3.77,0,0,733.38,12.78,427.81,2.45,176.09,3.47,165.45,3.25,1,5199.02,25.40,0.96,4
15116,85.17,104.64,2546,14479.13,8.80,17788.69,9.43,0,0,349.14,13.88,438.14,2.75,170.08,7.68,182.03,8.19,1,2603.77,8.85,0.81,4
15117,130.52,140.93,2546,22188.90,11.95,23958.04,14.49,0,0,237.81,11.26,457.03,2.78,194.26,10.48,235.47,12.70,0,3068.21,8.86,0.73,4
15118,146.14,14.36,2546,24844.11,3.80,2442.03,3.97,0,0,752.15,13.71,442.18,2.51,160.22,3.33,166.81,3.42,1,5718.06,23.64,0.95,4
15119,171.72,82.43,2546,29192.90,9.54,14013.62,11.34,0,0,344.93,12.54,458.53,3.21,202.10,8.38,240.34,9.96,0,2477.52,11.72,0.82,4
15120,235.59,204.97,2546,40050.65,7.47,34844.97,7.94,0,0,388.15,15.46,481.72,2.54,141.81,6.17,153.40,7.05,1,2392.98,9.90,0.82,4
15121,237.27,88.01,2546,40335.94,5.78,14961.19,5.12,0,0,674.77,18.48,486.39,3.15,162.38,5.00,145.44,4.65,1,4289.15,20.20,0.90,5
15122,50.42,152.68,2547,8571.89,4.31,25955.86,4.15,0,0,686.77,14.00,433.69,2.48,161.72,3.70,155.59,3.56,1,5520.12,23.26,0.94,4
15123,84.89,103.59,2547,14431.76,8.09,17610.02,9.25,0,0,327.03,11.83,438.20,2.46,171.87,7.08,196.49,8.06,1,2832.38,11.42,0.83,4
15124,146.28,14.51,2547,24867.89,3.66,2467.16,4.02,0,0,833.06,15.32,441.50,2.73,152.17,3.15,167.40,3.46,1,5601.92,25.75,0.95,4
15125,226.79,237.19,2547,38554.13,6.25,40322.48,5.89,0,0,554.49,16.37,473.85,2.88,162.54,5.44,153.42,5.16,1,4531.71,14.86,0.89,4
15126,237.51,88.03,2547,40376.09,3.11,14965.37,3.02,0,0,1008.65,15.45,481.98,2.64,155.28,2.64,151.90,2.69,1,5241.42,35.68,0.97,4
15127,50.38,152.69,2548,8564.36,4.27,25956.90,4.03,0,0,729.28,14.69,429.98,2.58,161.91,3.66,152.78,3.46,1,4713.69,30.65,0.94,4
15128,146.21,14.39,2548,24855.68,3.37,2446.04,3.69,0,0,802.22,14.30,448.73,2.41,145.26,2.95,158.38,3.16,1,5354.81,28.62,0.96,5
15129,182.20,96.18,2548,30974.64,26.47,16350.24,31.99,0,0,133.62,9.04,468.03,3.72,306.70,24.15,365.83,29.97,1,2167.85,4.35,0.46,5
15130,212.50,64.08,2548,36125.64,30.02,10893.88,27.54,0,0,119.94,9.88,458.51,3.21,282.21,26.75,258.88,24.56,0,1101.73,3.65,0.42,3
15131,216.58,77.80,2548,36819.34,7.24,13225.70,7.86,0,0,388.85,14.08,472.23,2.51,152.39,6.13,166.37,6.83,1,2868.52,14.15,0.84,4
15132,226.84,237.13,2548,38562.77,5.91,40312.86,5.90,0,0,522.61,15.18,476.63,2.64,156.48,5.18,156.48,5.19,1,4134.35,14.21,0.89,4
15133,237.51,87.92,2548,40376.69,4.46,14947.13,4.01,0,0,804.33,17.38,485.49,2.91,157.86,3.79,143.99,3.64,1,4670.73,24.50,0.94,4
15134,50.55,152.74,2549,8593.39,6.17,25965.62,6.53,0,0,498.34,14.99,428.47,2.71,156.52,5.25,166.13,5.66,1,3137.12,15.34,0.88,4
15135,86.20,101.92,2549,14654.29,8.03,17326.20,8.63,0,0,377.59,15.75,440.76,2.69,148.32,7.04,159.35,7.58,1,2799.58,10.22,0.80,5
15136,135.53,144.13,2549,23040.90,7.73,24502.88,8.28,0,0,415.39,13.92,463.40,2.89,176.95,6.71,189.68,7.21,1,3618.31,13.65,0.85,4
15137,146.19,14.42,2549,24852.82,4.17,2450.81,4.42,0,0,731.78,14.93,441.64,2.69,157.11,3.64,165.96,3.80,1,4769.15,22.30,0.94,4
15138,150.64,218.63,2549,25609.30,16.67,37167.69,12.94,0,0,209.10,10.34,473.62,2.76,259.95,14.67,201.81,11.39,0,3353.94,6.12,0.70,3
15139,184.06,102.61,2549,31289.85,3.95,17444.01,5.35,0,0,809.00,16.25,487.28,3.23,152.10,3.53,204.75,4.65,1,6273.96,23.47,0.94,4
15140,216.67,77.87,2549,36834.12,8.35,13238.15,10.31,0,0,308.10,13.40,464.89,2.45,146.28,7.10,181.53,8.96,1,2228.94,10.05,0.78,4
15141,232.81,15.84,2549,39577.32,5.06,2692.89,5.88,0,0,514.52,13.03,448.74,2.41,153.51,4.43,178.31,5.12,1,3580.56,16.28,0.91,5
15142,237.49,87.89,2549,40374.04,6.37,14940.86,5.38,0,0,646.99,17.05,489.16,3.27,185.48,5.52,157.09,4.74,1,4792.75,19.86,0.91,4
15143,85.79,102.65,2550,14584.55,8.76,17451.23,9.80,0,0,318.23,11.66,439.02,2.58,183.75,7.65,205.43,8.55,1,3561.02,10.25,0.82,3
15144,133.87,147.06,2550,22757.11,5.04,25000.34,4.67,0,0,610.50,14.32,462.33,2.54,165.30,4.40,153.59,4.15,1,3586.25,15.85,0.93,4
15145,146.17,14.36,2550,24849.05,5.55,2441.62,5.93,0,0,517.28,12.47,431.09,2.58,176.87,4.84,188.88,5.16,1,4021.85,16.73,0.92,4
15146,211.77,232.37,2550,36000.47,11.51,39502.95,19.19,0,0,404.08,18.54,486.24,5.36,194.07,10.18,317.49,17.64,0,6472.77,13.46,0.72,5
15147,216.70,77.71,2550,36838.17,5.59,13210.49,5.32,0,0,568.83,15.93,473.37,2.63,152.34,4.79,144.82,4.55,1,3643.83,15.85,0.90,4
15148,233.06,16.38,2550,39619.75,1.55,2784.72,1.60,0,0,1773.34,13.65,467.25,2.39,155.26,1.37,159.09,1.37,1,10582.83,51.71,0.99,4
15149,237.47,87.98,2550,40369.34,5.19,14956.96,4.83,0,0,788.19,20.54,497.70,3.37,152.05,4.37,143.92,4.40,1,5917.67,18.45,0.91,4
15150,9.50,112.08,2551,1614.96,11.68,19053.09,9.07,0,0,271.58,7.69,401.80,2.61,319.32,10.51,248.77,8.11,0,3223.12,9.10,0.86,3
15151,58.78,173.68,2551,9992.43,25.24,29525.79,33.37,0,0,116.42,7.88,412.53,3.22,292.67,22.96,380.07,31.51,1,1210.94,4.93,0.45,4
